bin_start	bin_end	n_spacers	lexicmap	bowtie1	spacer_containment	bowtie2	mummer4	blastn	hisat2	bwa_mem	strobealign	minimap2	mmseqs2	bbmapskimmer
1.0	1.114091661519525	809624	0.7604628815351323	1.0	1.0	1.0	0.9804242463168088	0.9224701836902068	0.9884835429779749	0.4543998201634339	0.029585338379297055	0.00021738486013260475	0.6313202177801054	0.2994735827989289
1.912165782762187	2.1303279540183078	290619	0.7507475423148521	1.0	1.0	1.0	0.9799806619663546	0.9185393935014572	0.9876126474869159	0.35558583575058755	0.018973294932540543	0.0	0.5205561233092124	0.16704344863893963
2.9458405594873254	3.2819364034908416	100414	0.7436778404073802	1.0	1.0	1.0	0.9790666640109945	0.916037604318123	0.9871033919572968	0.2589811513666753	0.01515060980872521	0.0	0.44018430364955746	0.09394440350283159
3.656377980766527	4.073540219735586	32709	0.7329404750985967	1.0	1.0	1.0	0.9778959919288269	0.9130208811030603	0.9864563270047999	0.17766516860802836	0.012427772172796479	0.0	0.38237182426854993	0.05691094194258461
4.5382971916718295	5.056079058739065	10222	0.7344942281353942	1.0	1.0	1.0	0.9756407747994522	0.9082371355899042	0.9840540011739386	0.11508511054588144	0.011348072784190961	0.0	0.34367051457640385	0.03451379377812561
5.632935519324681	6.275606491956782	2917	0.7261455833619015	1.0	1.0	1.0	0.9760027425437093	0.9053822420294824	0.9880013712718546	0.07222031767797965	0.010913038509884582	0.0	0.31756370700491376	0.01622671694663467
6.991600863666851	7.789284222883947	779	0.7205208142306986	1.0	1.0	1.0	0.9614890885750963	0.9062901155327343	0.9743260590500642	0.03300935264991747	0.008619108747478451	0.0	0.28002934164679993	0.012836970474967908
7.789284222883947	8.6779766019206	205	0.7304878048780488	1.0	1.0	1.0	0.9609756097560975	0.926829268292683	0.9853658536585366	0.04085365853658537	0.013414634146341463	0.0	0.2841463414634146	0.0
8.6779766019206	9.668061371061285	33	0.6734006734006736	1.0	1.0	1.0	0.9696969696969697	0.9393939393939394	1.0	0.0	0.016835016835016835	0.0	0.2525252525252525	0.030303030303030304
9.668061371061285	10.7711065565584	7	0.7714285714285715	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.18571428571428572	0.0
10.7711065565584	12.000000000000002	1	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
