bin_start	bin_end	n_spacers	lexicmap	bowtie1	spacer_containment	bowtie2	mummer4	blastn	hisat2	bwa_mem	strobealign	minimap2	mmseqs2	bbmapskimmer
1.0	1.124953063093565	826124	0.27832020374665306	0.95118892563344	0.0	0.7533287980981064	0.6942299219003443	0.6576095114050675	0.548177997491902	0.32048820758142843	0.022155269668960108	0.00010167965099670267	0.5014586188029884	0.4560864954897812
1.801656582827702	2.0267790914947086	331813	0.26400412280410956	0.8774882237887003	0.0	0.7219141504401576	0.6625659633588799	0.6268169119353371	0.511039350477528	0.239871554158517	0.01496927486264854	0.00001054810992938794	0.4155563525238613	0.3673560107650996
2.8854238891711144	3.2459664424463925	110895	0.2571291161308745	0.922130543907901	0.0	0.7600793543441996	0.6739077505748681	0.6364609164825585	0.5345987946556052	0.18218434855794519	0.01156048514360431	0.0	0.358708688398936	0.31017629288967036
3.651559892128991	4.107833485720116	44518	0.23932454288153107	0.8445067163843838	0.0	0.7074834898243407	0.6334123275978256	0.5981344624646211	0.48046295880318074	0.1222932297048385	0.009440001797025923	0.0	0.3122781796127409	0.27351296104946315
4.621119862439161	5.198542944173447	14609	0.22487507700732426	0.8544869600930932	0.0	0.7193784653295914	0.630446984735437	0.5963994797727429	0.47802039838455745	0.0816756793757273	0.007515914847012117	0.0	0.2817988910945307	0.2427681566157848
5.848116808671359	6.57885691724381	6028	0.20935633709356333	0.7653727051537269	0.0	0.6612475116124751	0.5875082946250829	0.5547445255474451	0.42189228046892285	0.06740765317407652	0.0074928113249281125	0.0	0.25959411634594115	0.24416611369166114
6.57885691724381	7.400905240707713	2059	0.1937140081870533	0.7403038923194338	0.0	0.646152778741414	0.5788524248941926	0.5494345382640672	0.3988760147089433	0.05002428363283147	0.005342399222923749	0.0	0.23908971067786022	0.2122389509470617
7.400905240707713	8.32567102019936	886	0.18580699774266365	0.6788939051918735	0.0	0.6108916478555305	0.5471218961625283	0.5079006772009029	0.332392776523702	0.035694130925507904	0.0057844243792325055	0.0	0.22460496613995484	0.21035553047404063
8.32567102019936	9.365989116482595	350	0.16603174603174603	0.6574603174603175	0.0	0.599047619047619	0.5219047619047618	0.47809523809523813	0.30952380952380953	0.024444444444444442	0.005714285714285714	0.0	0.21238095238095234	0.21809523809523804
9.365989116482595	10.536298145488091	147	0.18435374149659864	0.6251700680272109	0.0	0.5965986394557823	0.5380952380952381	0.4979591836734694	0.36666666666666664	0.031292517006802724	0.00272108843537415	0.0	0.20204081632653062	0.22312925170068026
10.536298145488091	11.85284087243387	57	0.15948963317384365	0.601275917065391	0.0	0.5534290271132379	0.46889952153110054	0.4800637958532696	0.3588516746411484	0.009569377990430622	0.003189792663476874	0.0	0.16586921850079742	0.15629984051036677
11.85284087243387	13.333889645805087	43	0.15682766845557541	0.5888491353607633	0.0	0.5533691115086462	0.4918008348240905	0.47346451997614786	0.3208109719737626	0.026386404293381037	0.005813953488372093	0.0	0.21094215861657722	0.20140131186642815
13.333889645805087	15.000000000000004	5	0.19428571428571428	0.5971428571428571	0.0	0.5399999999999999	0.47333333333333333	0.44571428571428573	0.3352380952380952	0.0	0.0	0.0	0.2123809523809524	0.17142857142857143
