bin_start	bin_end	n_spacers	lexicmap	bowtie1	spacer_containment	bowtie2	mummer4	blastn	hisat2	bwa_mem	strobealign	minimap2	mmseqs2	bbmapskimmer
1.0	1.1179755859952671	799352	0.43747185220028223	0.9977719452756733	0.0	0.9977719452756733	0.8290740499804842	0.7936716240154525	0.8511706982655951	0.3685109939050631	0.026019826059107878	0.00010133207898397702	0.5847924318698146	0.507667460643121
1.9525129274553135	2.1828617842351887	309678	0.42242748919845774	0.9528106613966766	0.0	0.9528106613966766	0.7979481913471412	0.7627099761687947	0.8108535317329614	0.28531732961334033	0.018591892223535415	8.072901529976297e-6	0.47134442872919613	0.3932923875767733
2.72829217229769	3.0501640400908108	104949	0.4239646558487138	0.968343354073566	0.0	0.968343354073566	0.8051085130237862	0.7708950696687596	0.8255755970360206	0.21043236873783136	0.013889285907123138	0.0	0.4081919154382922	0.314606777260066
3.8123067318801183	4.262065852567377	38178	0.4097909790979098	0.9164112839855414	0.0	0.9164112839855414	0.7677982083922678	0.7309379747498559	0.7729124102886479	0.14748022421289747	0.011911310178636912	0.0	0.3435944784954686	0.2710854418775211
4.764885569074432	5.327025736286379	12368	0.4074385510996119	0.913826002587322	0.0	0.913826002587322	0.7634864165588616	0.7220569210866754	0.7760187580853816	0.10140685640362228	0.011982535575679172	0.0	0.31693078913324707	0.24403298835705048
5.955484719136635	6.658086518762639	4516	0.375	0.8291629760850309	0.0	0.8291629760850309	0.7064142308827871	0.6623486861529376	0.6883303808680247	0.07226158842633598	0.009853852967227633	0.0	0.28188662533215236	0.21582521405373487
6.658086518762639	7.44357817742085	1443	0.3747153747153747	0.8055638055638055	0.0	0.8055638055638055	0.6844866844866845	0.636966636966637	0.6766656766656766	0.050688050688050684	0.011286011286011286	0.0	0.2571032571032571	0.2072072072072072
7.44357817742085	8.321738674803656	523	0.3319789674952199	0.7134321223709369	0.0	0.7134321223709369	0.6195028680688337	0.5609464627151052	0.5889101338432122	0.05282026768642448	0.011233269598470364	0.0	0.21821223709369025	0.20602294455066922
8.321738674803656	9.303500671463096	189	0.3356848912404468	0.6966490299823634	0.0	0.6966490299823634	0.6261022927689595	0.5726043503821282	0.5996472663139331	0.028218694885361554	0.00823045267489712	0.0	0.2139917695473251	0.19459141681363903
9.303500671463096	10.401086614986317	66	0.3454545454545455	0.6257575757575762	0.0	0.6257575757575762	0.6015151515151518	0.5757575757575759	0.5924242424242426	0.03333333333333333	0.01212121212121212	0.0	0.18939393939393934	0.1757575757575758
10.401086614986317	11.628160903376855	30	0.3545454545454545	0.6363636363636366	0.0	0.6363636363636366	0.5636363636363636	0.49090909090909085	0.515151515151515	0.0	0.0030303030303030303	0.0	0.16666666666666663	0.07272727272727272
11.628160903376855	12.999999999999998	9	0.24074074074074073	0.6018518518518519	0.0	0.6018518518518519	0.5277777777777778	0.4444444444444444	0.48148148148148157	0.0	0.0	0.0	0.15740740740740738	0.17592592592592593
