mean_time	stddev_time	median_time	user_time	system_time	min_time	max_time	command	tool
222.71748128354002		222.71748128354002	655.32933936	84.56573083999999	222.71748128354002	222.71748128354002	bbmapskimmer.sh sam=1.4 maxindel=0 tipsearch=0 midpad=100 in=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa ref=./results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa outm=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//bbmap_skimmer_output.sam t=25 minid=0.85 path=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs/	bbmap_skimmer
251.06924634466		251.06924634466	58.36128779999999	40.189492699999995	251.06924634466	251.06924634466	bbmapskimmer.sh sam=1.4 maxindel=0 tipsearch=0 midpad=100 ignorefrequentkmers=f vslow maxsites=15000 maxsites2=15000 in=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa ref=./results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa outm=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//bbmap_skimmer_mod_output.sam t=25 minid=0.85 path=results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs/	bbmapskimmermod
409.08366344114		409.08366344114	3733.09017164	11.7731385	409.08366344114	409.08366344114	"makeblastdb -in results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa -dbtype nucl -out results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//contigs_blastdb && blastn -query results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -db results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//contigs_blastdb -max_target_seqs 1000000 -out results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//blastn_output.tsv -evalue 1e-5 -num_threads 25 -task blastn-short -outfmt ""6 qaccver saccver nident length mismatch qlen gapopen qstart qend sstart send evalue bitscore"""	blastn
2889.0852448023		2889.0852448023	30311.4660099	159.09535004	2889.0852448023	2889.0852448023	bowtie-build --threads 25 results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/bt1_contigs_index && bowtie --threads 25 -f --all -v 3 -x results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/bt1_contigs_index results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -S results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//bowtie1_output.sam	bowtie1
2852.11695455768		2852.11695455768	22125.94282646	196.79396604	2852.11695455768	2852.11695455768	bowtie2-build --large-index --threads 25 results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/contigs_bt2indx && bowtie2 --all --xeq --very-sensitive -x results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/contigs_bt2indx -f results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -S results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//bowtie2_output.sam --threads 25	bowtie2
3214.5188115643		3214.5188115643	3111.86995318	28.56477728	3214.5188115643	3214.5188115643	bwa index results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa && bwa mem -t 25 -k 18 -c 5000 -a results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa > results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//bwa_mem_output.sam	bwa_mem
1360.7063383952		1360.7063383952	15828.48032176	107.41491986	1360.7063383952	1360.7063383952	hisat2-build -p 25 results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//hisat2_idx && hisat2 -a --no-spliced-alignment  --no-unal --no-softclip --secondary -p 25 -x results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//hisat2_idx -f results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -S results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//hisat2_output.sam	hisat2
195.2314613553		195.2314613553	2916.6951406199996	55.45432488	195.2314613553	195.2314613553	mkdir -p results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_contigs results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_spacers && cp results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_contigs/simulated_contigs.fa && cp results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_spacers/simulated_spacers.fa && lexicmap index -k 15 -m 40000 --seed-max-desert 200 --seed-in-desert-dist 50 -I results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_contigs -O results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap.lmi && lexicmap search -d results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap.lmi results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//tmp_lexicmap_spacers/simulated_spacers.fa -o results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//lexicmap_output.tsv --threads 25 --align-min-match-len 17 --align-min-match-pident 85 --seed-min-prefix 15 --seed-min-single-prefix 15 --seed-max-dist 100 --seed-max-gap 100 --align-max-gap 20 --align-band 100 --top-n-genomes 0 -a	lexicmap
59.0756471543		59.0756471543	95.9047722	27.392451559999998	59.0756471543	59.0756471543	minimap2 -N 100 --eqx -t 25 -a results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -o results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//minimap2_output.sam	minimap2
60.7262267122		60.7262267122	96.64093460000001	36.13510916	60.7262267122	60.7262267122	minimap2 -P --eqx -t 25 -a results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_contigs.fa results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/simulated_data/simulated_spacers.fa -o results/run_t_25_nc_40000_ns_1225_ir_1_1225_lm_1_1_prc_0.5/raw_outputs//minimap2_mod_output.sam	minimap2_mod
